Código	Cuenta	Nivel	Primer Nivel
211079805	Deudas por otros anticipos de Empresas Públicas no Financieras c/p	6	PASIVO
211079806	Deudas por otros anticipos de Instituciones Públicas Financieras c/p	6	PASIVO
211079899	Deudas por otros anticipos de otras Instituciones de Gobiernos Locales c/p	6	PASIVO
2110799	Deudas por otros anticipos del sector externo c/p	5	PASIVO
211079901	Deudas por otros anticipos de gobiernos extranjeros c/p	6	PASIVO
211079902	Deudas por otros anticipos de organismos internacionales c/p	6	PASIVO
211079999	Deudas por otros anticipos de otras unidades del sector externo c/p	6	PASIVO
21108	Deudas por Planillas salariales	4	PASIVO
2110802	Deudas por Planillas salariales del sector público interno a Pagar c/p	5	PASIVO
211080201	Deudas del Gobierno Central a Pagar c/p	6	PASIVO
211080202	Deudas de Órganos Desconcentrados a Pagar c/p	6	PASIVO
21113	Deudas por Creditos Fiscales a favor de terceros c/p	4	PASIVO
2111301	Deudas por Creditos Fiscales a favor de terceros c/p	5	PASIVO
211130101	Deudas por Creditos Fiscales a favor de terceros c/p	6	PASIVO
21199	Otras deudas a corto plazo	4	PASIVO
2119999	Deudas varias c/p	5	PASIVO
211999901	Deudas varias con el sector privado interno c/p	6	PASIVO
211999902	Deudas varias con el sector público interno c/p	6	PASIVO
211999903	Deudas varias con el sector externo c/p	6	PASIVO
212	Endeudamiento público a corto plazo	3	PASIVO
21201	Títulos y valores de la deuda pública a pagar a corto plazo	4	PASIVO
2120101	Títulos y valores de la deuda pública interna a pagar c/p	5	PASIVO
212010101	Títulos y valores de la deuda pública interna a pagar c/p - Capital	6	PASIVO
212010102	Títulos y valores de la deuda pública interna a pagar c/p - Importes a devengar	6	PASIVO
212010103	Títulos y valores de la deuda pública interna a pagar c/p - Intereses devengados	6	PASIVO
212010104	Títulos y valores de la deuda pública interna a pagar c/p - Primas por colocación sobre la par a devengar	6	PASIVO
212010199	Títulos y valores de la deuda pública interna a pagar c/p - Servicios a pagar	6	PASIVO
2120102	Títulos y valores de la deuda pública externa a pagar c/p	5	PASIVO
212010201	Títulos y valores de la deuda pública externa a pagar c/p - Capital	6	PASIVO
212010202	Títulos y valores de la deuda pública externa a pagar c/p - Importes a devengar	6	PASIVO
212010203	Títulos y valores de la deuda pública externa a pagar c/p - Intereses devengados	6	PASIVO
212010204	Títulos y valores de la deuda pública externa a pagar c/p - Primas por colocación sobre la par a devengar	6	PASIVO
212010299	Títulos y valores de la deuda pública externa a pagar c/p - Servicios a pagar	6	PASIVO
21202	Préstamos a pagar a corto plazo	4	PASIVO
2120201	Préstamos del sector privado interno a pagar c/p	5	PASIVO
212020101	Préstamos de instituciones privadas sin fines de lucro a pagar c/p	6	PASIVO
212020102	Préstamos de empresas privadas a pagar c/p	6	PASIVO
212020199	Préstamos de otras unidades del sector privado interno a pagar c/p	6	PASIVO
2120202	Préstamos del sector público interno a pagar c/p	5	PASIVO
212020201	Préstamos del Gobierno Central a pagar c/p	6	PASIVO
212020202	Préstamos de Órganos Desconcentrados a pagar c/p	6	PASIVO
212020203	Préstamos de Instituciones Descentralizadas no Empresariales a pagar c/p	6	PASIVO
212020204	Préstamos de Gobiernos Locales a pagar c/p	6	PASIVO
212020205	Préstamos de Empresas Públicas no Financieras a pagar c/p	6	PASIVO
212020206	Préstamos de Instituciones Públicas Financieras a pagar c/p 	6	PASIVO
212020299	Préstamos de otras Instituciones de Gobiernos Locales a pagar c/p	6	PASIVO
2120203	Préstamos del sector externo a pagar c/p	5	PASIVO
212020301	Préstamos de gobiernos extranjeros a pagar c/p	6	PASIVO
212020302	Préstamos de organismos financieros internacionales a pagar c/p	6	PASIVO
212020399	Préstamos de otras entidades del sector externo a pagar c/p	6	PASIVO
21203	Deudas asumidas a corto plazo	4	PASIVO
2120301	Deudas asumidas del sector privado interno c/p	5	PASIVO
212030199	Otras deudas asumidas del sector privado interno c/p	6	PASIVO
2120302	Deudas asumidas del sector público interno c/p	5	PASIVO
212030299	Otras deudas asumidas del sector público interno c/p	6	PASIVO
21204	Endeudamiento de Tesorería a corto plazo	4	PASIVO
2120401	Letras de Tesorería c/p	5	PASIVO
212040101	Letras de Tesorería deuda interna a pagar c/p	6	PASIVO
212040102	Letras de Tesorería deuda externa a pagar c/p	6	PASIVO
2120402	Títulos de Tesorería c/p	5	PASIVO
212040201	Títulos de Tesorería deuda interna a pagar c/p	6	PASIVO
212040202	Títulos de Tesorería deuda externa a pagar c/p	6	PASIVO
2120403	Pagarés de Tesorería c/p	5	PASIVO
212040301	Pagarés de Tesorería deuda interna a pagar c/p	6	PASIVO
212040302	Pagarés de Tesorería deuda externa a pagar c/p	6	PASIVO
2120499	Otro endeudamiento de Tesorería c/p	5	PASIVO
212049901	Otro endeudamiento interno de Tesorería c/p	6	PASIVO
212049902	Otro endeudamiento externo de Tesorería c/p	6	PASIVO
21205	Endeudamiento público a valor razonable	4	PASIVO
2120501	Títulos y valores de la deuda pública a valor razonable	5	PASIVO
212050101	Títulos y valores de la deuda pública interna a valor razonable	6	PASIVO
212050102	Títulos y valores de la deuda pública externa a valor razonable	6	PASIVO
2120502	Préstamos a pagar a valor razonable	5	PASIVO
212050201	Préstamos del sector privado interno a valor razonable	6	PASIVO
212050202	Préstamos del sector público interno a valor razonable	6	PASIVO
212050203	Préstamos del sector externo a valor razonable	6	PASIVO
2120504	Endeudamiento de Tesorería a valor razonable	5	PASIVO
212050401	Letras de Tesorería a valor razonable	6	PASIVO
212050402	Títulos de Tesorería a valor razonable	6	PASIVO
212050403	Pagarés de Tesorería a valor razonable	6	PASIVO
212050499	Otro endeudamiento de Tesorería a valor razonable	6	PASIVO
213	Fondos de terceros y en garantía	3	PASIVO
21301	Fondos de terceros en la Caja Única	4	PASIVO
2130101	Fondos del sector privado interno en la Caja Única 	5	PASIVO
213010101	Fondos de instituciones privadas sin fines de lucro en la Caja Única 	6	PASIVO
213010199	Fondos de otras unidades del sector privado interno en la Caja Única 	6	PASIVO
2130102	Fondos del sector público interno en la Caja Única 	5	PASIVO
213010201	Fondos del gobierno central en la Caja Única 	6	PASIVO
213010202	Fondos de órganos desconcentrados en la Caja Única 	6	PASIVO
213010203	Fondos de instituciones descentralizadas no empresariales en la Caja Única 	6	PASIVO
213010204	Fondos de gobiernos locales en la Caja Única 	6	PASIVO
213010205	Fondos de empresas públicas en la Caja Única 	6	PASIVO
213010206	Fondos de instituciones públicas financieras en la Caja Única 	6	PASIVO
213010207	Fondos de Otras instituciones en la Caja Única 	6	PASIVO
213010299	Fondos de otras instituciones de gobiernos locales en la Caja Única 	6	PASIVO
21302	Recaudación por cuenta de terceros	4	PASIVO
2130202	Recaudación por cuenta de entidades del sector público interno	5	PASIVO
213020201	Recaudación por cuenta del gobierno central 	6	PASIVO
213020202	Recaudación por cuenta de órganos desconcentrados 	6	PASIVO
213020203	Recaudación por cuenta de instituciones descentralizadas no empresariales 	6	PASIVO
213020204	Recaudación por cuenta de gobiernos locales 	6	PASIVO
213020205	Recaudación por cuenta de empresas públicas no financieras 	6	PASIVO
213020206	Recaudación por cuenta de instituciones públicas financieras 	6	PASIVO
213020299	Recaudación por cuenta de otras instituciones de gobiernos locales 	6	PASIVO
21303	Depósitos en garantía	4	PASIVO
2130301	Depósitos en garantía del sector privado interno 	5	PASIVO
213030101	Depósitos en garantía de instituciones privadas sin fines de lucro 	6	PASIVO
213030102	Depósitos en garantía de empresas privadas 	6	PASIVO
213030199	Depósitos en garantía de otras unidades del sector privado interno 	6	PASIVO
2130302	Depósitos en garantía del sector público interno 	5	PASIVO
213030201	Depósitos en garantía del gobierno central 	6	PASIVO
213030202	Depósitos en garantía de órganos desconcentrados 	6	PASIVO
213030203	Depósitos en garantía de instituciones descentralizadas no empresariales 	6	PASIVO
213030204	Depósitos en garantía de gobiernos locales 	6	PASIVO
213030205	Depósitos en garantía de empresas públicas 	6	PASIVO
213030206	Depósitos en garantía de instituciones públicas financieras 	6	PASIVO
213030299	Depósitos en garantía de otras instituciones de gobiernos locales 	6	PASIVO
2130303	Depósitos en garantía del sector externo	5	PASIVO
213030399	Depósitos en garantía de otras entidades del sector externo	6	PASIVO
21390	Cuentas Asociadas ( Deudores )  CP	4	PASIVO
2139000	Cuentas Asociadas ( Deudores )  CP	5	PASIVO
213900000	Cuentas Asociadas ( Deudores )  CP	6	PASIVO
21399	Otros fondos de terceros	4	PASIVO
2139901	Otros fondos del sector privado interno 	5	PASIVO
213990101	Otros fondos de instituciones privadas sin fines de lucro 	6	PASIVO
213990102	Otros fondos de empresas privadas 	6	PASIVO
213990103	Otros fondos de personas fisicas	6	PASIVO
213990199	Otros fondos de otras unidades del sector privado interno 	6	PASIVO
2139902	Otros fondos del sector público interno 	5	PASIVO
213990201	Otros fondos del gobierno central 	6	PASIVO
213990202	Otros fondos de órganos desconcentrados 	6	PASIVO
213990203	Otros fondos de instituciones descentralizadas no empresariales 	6	PASIVO
213990204	Otros fondos de gobiernos locales 	6	PASIVO
213990205	Otros fondos de empresas públicas 	6	PASIVO
213990206	Otros fondos de instituciones públicas financieras 	6	PASIVO
213990299	Otros fondos de otras instituciones de gobiernos locales 	6	PASIVO
2139903	Otros fondos del sector externo	5	PASIVO
213990399	Otros fondos de otras entidades del sector externo	6	PASIVO
214	Provisiones y reservas técnicas a corto plazo	3	PASIVO
21401	Provisiones a corto plazo	4	PASIVO
2140101	Provisiones para litigios y demandas c/p	5	PASIVO
214010101	Provisiones para litigios y demandas comerciales c/p	6	PASIVO
214010102	Provisiones para litigios y demandas laborales c/p	6	PASIVO
214010103	Provisiones para litigios y demandas por daños a terceros c/p	6	PASIVO
214010199	Provisiones para otros litigios y demandas c/p	6	PASIVO
2140102	Provisiones para reestructuración c/p	5	PASIVO
214010201	Provisiones para reestructuración administrativa c/p	6	PASIVO
214010202	Provisiones para reestructuración de actividades o servicios c/p	6	PASIVO
214010299	Provisiones para reestructuración de otra naturaleza c/p	6	PASIVO
2140103	Provisiones para beneficios a los empleados c/p	5	PASIVO
214010301	Provisiones para ausencias remuneradas c/p	6	PASIVO
214010302	Provisiones para beneficios por terminación c/p	6	PASIVO
214010399	Provisiones para otros beneficios a los empleados c/p	6	PASIVO
2140199	Otras provisiones c/p	5	PASIVO
214019999	Otras provisiones varias c/p	6	PASIVO
21402	Reservas técnicas a corto plazo	4	PASIVO
2140201	Reservas técnicas de seguros c/p	5	PASIVO
214020199	Otras reservas técnicas de seguros c/p	6	PASIVO
2140299	Otras reservas técnicas c/p	5	PASIVO
214029999	Otras reservas técnicas varias c/p	6	PASIVO
219	Otros pasivos a corto plazo	3	PASIVO
21901	Ingresos a devengar a corto plazo	4	PASIVO
2190101	Ingresos por concesiones a devengar c/p	5	PASIVO
219010101	Ingresos por concesiones de propiedades, planta y equipos a devengar c/p	6	PASIVO
219010103	Ingresos por concesiones de activos biológicos a devengar c/p	6	PASIVO
219010104	Ingresos por concesiones de bienes de infraestructura y de beneficio y uso público a devengar c/p	6	PASIVO
219010106	Ingresos por concesiones de recursos naturales a devengar c/p	6	PASIVO
219010108	Ingresos por concesiones de bienes intangibles a devengar c/p	6	PASIVO
2190102	Condiciones por activos transferidos c/p	5	PASIVO
219010201	Condiciones por activos transferidos del sector privado interno c/p	6	PASIVO
219010203	Condiciones por activos transferidos del sector externo c/p	6	PASIVO
2190103	Ingresos a Devengar	5	PASIVO
219010301	Ingresos por impuestos a devengar	6	PASIVO
2190199	Otros ingresos a devengar c/p	5	PASIVO
219019901	Reparaciones y mejoras sobre inmuebles propios arrendados a terceros c/p	6	PASIVO
219019999	Otros ingresos varios a devengar c/p	6	PASIVO
21902	Instrumentos Derivados a pagar a corto plazo	4	PASIVO
2190201	Instrumentos derivados del sector privado interno c/p	5	PASIVO
219020101	Contratos a término y futuros del sector privado interno c/p	6	PASIVO
219020102	Permutas financieras del sector privado interno c/p	6	PASIVO
219020105	Opciones de venta vendidas del sector privado interno c/p	6	PASIVO
219020106	Opciones de compra vendidas del sector privado interno c/p	6	PASIVO
219020199	Otros instrumentos derivados del sector privado interno c/p	6	PASIVO
2190202	Instrumentos derivados del sector público interno c/p	5	PASIVO
219020201	Contratos a término y futuros del sector público interno c/p	6	PASIVO
219020202	Permutas financieras del sector público interno c/p	6	PASIVO
219020205	Opciones de venta vendidas del sector público interno c/p	6	PASIVO
219020206	Opciones de compra vendidas del sector público interno c/p	6	PASIVO
219020299	Otros instrumentos derivados del sector público interno c/p	6	PASIVO
2190203	Instrumentos derivados del sector externo c/p	5	PASIVO
219020301	Contratos a término y futuros del sector externo c/p	6	PASIVO
219020302	Permutas financieras del sector externo c/p	6	PASIVO
219020305	Opciones de venta vendidas del sector externo c/p	6	PASIVO
219020306	Opciones de compra vendidas del sector externo c/p	6	PASIVO
219020399	Otros instrumentos derivados del sector externo c/p	6	PASIVO
21999	Pasivos a c/plazo sujetos a depuración contable	4	PASIVO
2199901	Deudas a corto plazo sujetas a depuración	5	PASIVO
219990101	Deuda comercial a corto plazo sujetas a depuración	6	PASIVO
219990102	Deuda social y fiscal corto plazo sujeta a depurac	6	PASIVO
219990103	Transferen a pagar a corto plazo sujetas a depurac	6	PASIVO
219990104	Documen a pagar a corto plazo sujetos a depuración	6	PASIVO
219990105	Inv Pat a pagar a corto plazo sujetas a depuración	6	PASIVO
219990106	Deudas por avales ejecutados a corto plazo suj dep	6	PASIVO
219990107	Deudas por anticipos a corto plazo sujetas a depuración	6	PASIVO
219990199	Otras deudas a corto plazo sujetas a depuración	6	PASIVO
2199902	Endeudamiento público a corto plazo sujeto a depuración	5	PASIVO
219990201	Títulos y valores de la deuda pública a pagar a corto plazo sujetos a depuración	6	PASIVO
219990202	Préstamos a pagar a corto plazo sujetos a depuración	6	PASIVO
219990203	Deudas asumidas a corto plazo sujetas a depuración	6	PASIVO
219990204	Endeudamiento Tesore corto plazo sujeto depuración	6	PASIVO
2199903	Fondos terceros y en garantía sujetos a depuración	5	PASIVO
219990301	Fondos terceros en Caja Única sujetos a depuración	6	PASIVO
219990302	Recaudación por cuenta de terceros sujeta a depuración	6	PASIVO
219990303	Depósitos en garantía sujetos a depuración	6	PASIVO
219990399	Otros fondos de terceros sujetos a depuración	6	PASIVO
2199904	Provisiones reservas técnicas corto plazo suj dep	5	PASIVO
219990401	Provisiones a corto plazo sujetas a depuración	6	PASIVO
219990402	Reservas técnicas a c/plazo sujetas a depuración	6	PASIVO
2199999	Otros pasivos a corto plazo sujetos a depuración	5	PASIVO
219999901	Ingresos a devengar a corto plazo sujetos a depura	6	PASIVO
219999902	Instrumentos derivados a corto plazo sujetos a depuración	6	PASIVO
22	Pasivo No Corriente	2	PASIVO
221	Deudas a largo plazo	3	PASIVO
22101	Deudas comerciales a largo plazo	4	PASIVO
2210102	Deudas por adquisición de bienes distintos de inventarios l/p	5	PASIVO
221010201	Deudas comerciales por adquisición de propiedades, planta y equipos l/p	6	PASIVO
221010202	Deudas comerciales por adquisición de propiedades de inversión l/p	6	PASIVO
221010203	Deudas comerciales por adquisición de activos biológicos l/p	6	PASIVO
221010204	Deudas comerciales por adquisición de bienes de infraestructura y de beneficio y uso público l/p	6	PASIVO
221010205	Deudas comerciales por adquisición de bienes históricos y culturales l/p	6	PASIVO
221010208	Deudas comerciales por adquisición de bienes intangibles l/p	6	PASIVO
2210103	Deudas con contratistas por obras de bienes en proceso de producción l/p	5	PASIVO
221010301	Deudas con contratistas por obras en propiedades, planta y equipos l/p	6	PASIVO
221010302	Deudas con contratistas por obras en propiedades de inversión l/p	6	PASIVO
